unit_id,housing_type,bedrooms,bathrooms,full_bathrooms,half_bathrooms,maximum_occupants,square_footage,minimum_stay_duration,has_rest_days,is_in_hoa,is_sub_unit,city_name,county,zip5,state_name_short,unit_latitude,unit_longitude
7142,condo,2,2,2,0,8,1689,2,false,false,false,Whitefish,Flathead,59937,MT,48.422452,-114.349965
7220,studio,0,1,1,0,3,507,2,false,false,false,Lahaina,Maui,96761,HI,20.949452,-156.689462
7226,condo,2,3,2,1,6,1775,2,false,false,false,Lahaina,Maui,96761,HI,20.933939,-156.691708
7342,duplex,1,1,1,0,4,"",2,false,false,false,Manzanita,Tillamook,97130,OR,45.717671,-123.933833
7729,condo,2,2,2,0,8,661,2,false,false,false,Galveston,Galveston,77554,TX,29.241864,-94.871281
8089,apartment,3,2,2,0,8,1904,2,false,false,true,Oceanside,Tillamook,97134,OR,45.458465,-123.967677
8342,cabin,1,2,2,0,4,1453,1,false,false,false,Pigeon Forge,Sevier,37863,TN,35.797513,-83.580459
8353,cabin,1,2,2,0,8,1404,2,false,false,false,Sevierville,Sevier,37862,TN,35.738349,-83.666654
8493,condo,1,1,1,0,4,732,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.642356,-118.994193
8494,condo,2,2,2,0,8,1206,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.642930,-118.995003
8554,condo,3,3,3,0,8,1404,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.644111,-118.999987
8814,condo,2,1,1,0,6,1040,1,false,false,false,Seattle,King,98144,WA,47.597310,-122.310969
9061,house,4,3,3,0,8,3220,2,false,false,false,Vashon,King,98070,WA,47.394818,-122.385726
9303,condo,2,2,2,0,5,778,2,false,false,false,Durango,La Plata,81301,CO,37.627644,-107.814103
9321,house,3,3,3,0,8,1984,2,false,false,false,Truckee,Nevada,96161,CA,39.362042,-120.246833
9362,apartment,2,1,1,0,6,694,2,false,false,false,Eastham,Barnstable,02642,MA,41.858752,-69.973202
9508,house,3,3,2,1,6,2000,2,false,false,true,Gleneden Beach,Lincoln,97388,OR,44.883879,-124.032596
9565,condo,2,2,2,0,4,719,2,false,false,false,Crested Butte,Gunnison,81224,CO,38.903351,-106.970467
9594,house,2,1,1,0,6,535,2,false,false,false,Sugarloaf,San Bernardino,92386,CA,34.240083,-116.831972
9888,condo,3,2,2,0,8,1230,2,false,false,true,Portland,Multnomah,97210,OR,45.533239,-122.694836
9966,house,3,2,2,0,8,1400,4,false,false,false,Cayucos,San Luis Obispo,93430,CA,35.431629,-120.885128
9969,house,3,2,2,0,8,1350,4,false,false,false,Cayucos,San Luis Obispo,93430,CA,35.442507,-120.896331
10053,house,3,2,2,0,6,1500,2,false,false,false,Wardsboro,Windham,05355,VT,43.047562,-72.829918
10061,house,4,3,3,0,10,2752,2,false,false,false,Sunriver,Deschutes,97707,OR,43.865130,-121.472088
10343,house,5,3,2,1,10,2256,2,false,false,false,Big Bear Lake,San Bernardino,92315,CA,34.240929,-116.889482
10671,studio,0,1,1,0,4,425,1,false,false,true,Key West,Monroe,33040,FL,24.548207,-81.795283
10753,cabin,2,1,1,0,6,570,3,false,false,true,Key West,Monroe,33040,FL,24.550787,-81.800006
10755,house,3,3,3,0,8,1093,1,false,false,false,Key West,Monroe,33040,FL,24.549869,-81.797877
10761,studio,0,1,1,0,2,115,1,false,false,true,Key West,Monroe,33040,FL,24.558276,-81.799014
10897,duplex,3,2,2,0,8,1800,2,false,false,false,Moab,Grand,84532,UT,38.573980,-109.560280
11085,condo,3,3,2,1,6,1228,2,false,false,false,Tahoe City,Placer,96145,CA,39.191001,-120.108450
11103,townhouse,3,2,2,0,8,1218,1,false,false,false,Ellijay,Gilmer,30536,GA,34.708375,-84.416042
11276,condo,1,1,1,0,4,657,3,false,false,false,Hilton Head,Beaufort,29928,SC,32.142055,-80.754127
11371,condo,2,2,2,0,5,1214,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.205153,-80.685414
11579,condo,3,3,2,1,6,1834,3,false,false,false,Hilton Head,Beaufort,29928,SC,32.169074,-80.723600
11586,condo,1,1,1,0,4,1056,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.117526,-80.825668
12019,condo,3,3,3,0,6,1559,2,false,false,false,Perdido Key,Escambia,32507,FL,30.294493,-87.445091
12113,condo,1,2,2,0,9,720,1,false,false,false,Boise,Boise,83629,ID,43.771371,-116.103911
12502,condo,1,1,1,0,5,569,1,false,false,false,Silverthorne,Summit,80497,CO,39.617961,-106.095618
12554,house,3,2,2,0,8,1602,2,false,false,false,Port Bolivar,Galveston,77650,TX,29.415649,-94.700482
12712,condo,3,3,2,1,6,1402,2,false,false,false,Indio,Riverside,92201,CA,33.692908,-116.233207
12774,condo,1,1,1,0,4,565,1,false,false,false,Corpus Christi,Nueces,78418,TX,27.600794,-97.216710
12880,condo,2,2,2,0,6,1142,1,false,false,false,Sun Valley,Blaine,83353,ID,43.680084,-114.335072
13127,condo,2,2,2,0,4,1240,3,false,false,false,Oro Valley,Pima,85755,AZ,32.452502,-110.978515
13502,condo,2,1,1,0,5,800,2,false,false,false,Jay,Orleans,05859,VT,44.937267,-72.505909
13881,house,2,3,3,0,8,1930,4,false,false,false,Neskowin,Tillamook,97149,OR,45.119846,-123.977904
14043,condo,3,3,2,1,7,1512,2,false,false,false,McCall,Valley,83638,ID,44.920888,-116.090894
14719,condo,3,2,2,0,7,900,2,false,false,true,Ocean City,Worcester,21842,MD,38.398290,-75.061204
14751,townhouse,3,5,4,1,10,1792,2,false,false,false,Breckenridge,Summit,80424,CO,39.475673,-106.049118
14798,estate,4,5,5,0,10,5816,2,true,false,false,Dallesport,Klickitat,98617,WA,45.649145,-121.184461
14969,condo,1,1,1,0,4,698,1,false,false,false,Keystone,Summit,80435,CO,39.607862,-105.926772
15227,studio,0,1,1,0,2,375,1,false,false,false,Galveston,Galveston,77550,TX,29.294499,-94.785321
15274,house,2,3,3,0,4,2100,2,false,false,false,Oak Harbor,Island,98277,WA,48.238532,-122.709230
16075,condo,2,2,2,0,4,1360,2,false,false,false,Palm Desert,Riverside,92211,CA,33.767789,-116.349439
16285,townhouse,3,3,3,0,8,1800,3,false,false,false,Big Sky,Madison,59716,MT,45.285970,-111.395243
16292,townhouse,3,3,2,1,11,2307,2,false,false,false,Big Sky,Madison,59716,MT,45.289535,-111.390809
16508,house,1,1,1,0,4,1328,1,false,false,false,Ventura,Ventura,93001,CA,34.355708,-119.441548
16771,house,3,3,3,0,10,2212,3,false,false,false,Navarre Beach,Santa Rosa,32566,FL,30.381742,-86.869570
16940,condo,2,2,2,0,6,949,1,false,false,false,Orange Beach,Baldwin,36561,AL,30.277853,-87.533597
16961,condo,2,2,2,0,6,1229,1,false,false,false,Gulf Shores,Baldwin,36542,AL,30.248628,-87.682691
17086,cottage,2,1,1,0,4,900,1,false,false,false,Clinton,Island,98236,WA,47.982737,-122.357378
17689,condo,2,2,2,0,8,960,2,false,false,false,Panama City Beach,Bay,32408,FL,30.176572,-85.804378
17954,villa,2,2,2,0,6,1158,1,false,false,false,St. George Island,Franklin,32328,FL,29.660954,-84.865711
18074,condo,3,3,2,1,8,1024,2,false,false,false,Sun Valley,Blaine,83353,ID,43.692290,-114.347672
18141,house,6,5,3,2,15,3000,2,false,false,false,Mineral,Louisa,23117,VA,38.060351,-77.841887
18219,condo,2,3,3,0,6,1320,2,false,false,false,Pagosa Springs,Archuleta,81147,CO,37.261988,-107.075490
18381,house,3,3,3,0,8,7650,3,false,false,false,Estes Park,Larimer,80517,CO,40.385679,-105.559230
18512,house,3,4,3,1,6,2180,2,false,false,false,Seattle,King,98103,WA,47.672278,-122.337438
18697,house,3,3,3,0,6,1945,3,false,false,false,Fort Lauderdale,Broward,33305,FL,26.160072,-80.103227
18799,cabin,3,3,3,0,6,2415,2,false,false,false,Arnold,Calaveras,95223,CA,38.256394,-120.319744
18843,cabin,6,3,3,0,24,2552,3,false,false,false,Garden City,Rich,84028,UT,41.959689,-111.408748
18850,cabin,4,3,3,0,14,2800,2,false,false,false,Garden City,Rich,84028,UT,41.961696,-111.405860
18986,house,2,2,2,0,6,1100,1,false,false,false,Moab,San Juan,84532,UT,38.476984,-109.457856
19048,house,1,2,2,0,6,"",3,false,false,false,Gualala,Mendocino,95445,CA,38.772677,-123.538880
19275,duplex,3,2,1,1,10,2000,2,false,false,false,Snoqualmie Pass,Kittitas,98068,WA,47.392495,-121.402338
19282,studio,0,1,1,0,4,301,2,false,false,false,Park City,Summit,84060,UT,40.663990,-111.491382
19324,house,3,3,3,0,8,1857,3,false,false,false,Ketchum,Blaine,83340,ID,43.690559,-114.387409
19515,house,8,5,5,0,21,5100,3,false,false,false,Eagle River,Vilas,54521,WI,45.890760,-89.201769
19539,house,4,3,3,0,16,4200,2,false,false,false,Eagle River,Vilas,54521,WI,45.889986,-89.208507
20083,condo,1,1,1,0,4,600,1,false,false,false,Killington,Rutland,05751,VT,43.630355,-72.793804
20332,condo,1,1,1,0,4,937,2,false,false,true,Leavenworth,Chelan,98826,WA,47.587717,-120.672147
20380,house,2,1,1,0,8,2636,2,false,false,true,Bainbridge Island,Kitsap,98110,WA,47.598465,-122.497955
20618,house,4,4,3,1,10,1869,2,false,false,false,Ocean Pines,Worcester,21811,MD,38.389224,-75.156431
20662,condo,1,1,1,0,4,907,2,false,false,false,Fayston,Washington,05660,VT,44.160618,-72.881485
20799,condo,2,1,1,0,8,1008,2,false,false,false,Silverthorne,Summit,80498,CO,39.617731,-106.095748
20813,villa,2,2,2,0,4,1130,2,false,false,false,Kiawah Island,Charleston,29455,SC,32.599254,-80.097380
21131,studio,0,1,1,0,2,464,30,false,false,false,Honolulu,Honolulu,96815,HI,21.285331,-157.838116
21232,house,3,2,2,0,8,1632,2,false,false,false,Groveland,Tuolumne,95321,CA,37.852693,-120.188680
21314,house,3,2,2,0,6,2215,2,false,false,false,Bodega Bay,Sonoma,94923,CA,38.349843,-123.064157
21394,cabin,5,4,4,0,12,3500,5,false,false,false,Big Sky,Madison,59716,MT,45.291770,-111.408742
22837,condo,2,2,2,0,8,"",2,false,false,false,Panama City Beach,Bay,32413,FL,30.212411,-85.871289
23065,townhouse,3,2,2,0,8,1608,2,false,false,false,Newport,Lincoln,97365,OR,44.643533,-124.059864
23090,condo,1,1,1,0,4,760,2,false,false,false,Oceanside,San Diego,92054,CA,33.201519,-117.389351
23138,house,5,4,3,1,12,3700,4,false,false,true,Daytona Beach Shores,Volusia,32118,FL,29.138789,-80.961569
23166,condo,2,2,2,0,6,"",2,false,false,false,Fraser,Grand,80442,CO,39.945437,-105.791649
23263,condo,2,1,1,0,6,900,1,false,false,false,Sandpoint,Bonner,83864,ID,48.359322,-116.613655
23468,condo,2,2,2,0,6,1030,2,false,false,false,Chelan,Chelan,98816,WA,47.847349,-120.024492
23475,house,2,2,2,0,6,1200,1,false,false,false,Estes Park,Larimer,80517,CO,40.384244,-105.526899
23969,condo,2,2,2,0,6,1392,2,false,false,false,Destin,Okaloosa,32541,FL,30.385227,-86.458519
24102,condo,1,1,1,0,4,520,1,false,false,false,Keystone,Summit,80435,CO,39.607287,-105.943868
24210,house,4,4,3,1,14,2700,2,false,false,false,Seacrest,Walton,32413,FL,30.282589,-86.020508
24238,condo,2,3,2,1,5,1335,7,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.341272,-86.199556
24246,condo,1,1,1,0,4,"",1,false,false,true,Santa Rosa Beach,Walton,32459,FL,30.338170,-86.202035
24393,condo,2,2,2,0,6,1392,3,false,false,false,Panama City Beach,Bay,32413,FL,30.214026,-85.874250
24417,condo,2,2,2,0,6,1417,1,false,false,false,Panama City Beach,Bay,32407,FL,30.178978,-85.811205
24422,condo,2,2,2,0,6,1298,3,false,false,false,Panama City Beach,Bay,32408,FL,30.139741,-85.724602
24455,condo,3,2,2,0,8,1897,2,false,false,false,Panama City Beach,Bay,32408,FL,30.153407,-85.769905
24791,house,5,2,2,0,8,1282,2,false,false,false,Anderson Island,Pierce,98303,WA,47.159542,-122.687431
24884,condo,2,2,2,0,6,821,1,false,false,false,Gulf Shores,Baldwin,36542,AL,30.246735,-87.695436
25160,house,2,2,2,0,6,1500,3,false,false,false,Sugar Mountain,Avery,28604,NC,36.128170,-81.858523
25218,house,2,2,2,0,5,1050,1,false,false,false,Sugar Mountain,Avery,28604,NC,36.129001,-81.860276
25228,house,2,2,2,0,6,1000,1,false,false,false,Sugar Mountain,Avery,28604,NC,36.128493,-81.861980
25248,house,4,3,3,0,12,1949,2,false,false,false,Bumpass,Louisa,23024,VA,38.002259,-77.788493
25431,house,3,2,2,0,8,"",2,false,false,false,Galveston,Galveston,77554,TX,29.174425,-94.995598
25673,cabin,2,2,1,1,6,1508,2,false,false,false,Leavenworth,Chelan,98826,WA,47.797100,-120.644339
25735,house,5,3,3,0,14,"",2,false,false,false,Pagosa Springs,Archuleta,81301,CO,37.319782,-107.120276
25886,cabin,2,2,2,0,6,1444,2,false,false,false,Index,Snohomish,98256,WA,47.821200,-121.550650
25900,cabin,2,2,2,0,6,1068,2,false,false,false,Baring,King,98224,WA,47.759459,-121.472927
25924,condo,1,1,1,0,4,"",3,false,false,false,Marco Island,Collier,34145,FL,25.961061,-81.726287
25946,condo,2,2,2,0,4,"",7,false,false,false,Oro Valley,Pima,85755,AZ,32.452860,-110.978466
26028,condo,2,3,3,0,6,2052,2,false,false,false,Ketchum,Blaine,83340,ID,43.685066,-114.401737
26124,condo,1,1,1,0,4,880,30,false,false,false,Miami Beach,Miami-Dade,33139,FL,25.798783,-80.127194
26605,house,3,3,2,1,8,1787,2,false,false,false,Rockaway Beach,Tillamook,97136,OR,45.614187,-123.941656
26633,cabin,6,4,4,0,16,6800,2,false,false,false,Winchester,Vilas,54557,WI,46.218145,-89.888169
26634,house,4,3,3,0,8,2100,1,false,false,false,Presque Isle,Vilas,54557,WI,46.242783,-89.787956
26764,house,4,3,3,0,8,2725,2,false,false,false,Gold Beach,Curry,97444,OR,42.438493,-124.433493
26797,condo,2,2,2,0,6,1000,2,false,false,false,Stowe,Lamoille,05672,VT,44.477532,-72.716419
26861,house,5,3,3,0,16,2756,2,false,false,false,Lincoln City,Lincoln,97367,OR,44.956166,-124.020211
27120,condo,2,2,2,0,7,1388,2,false,false,false,Keystone,Summit,80435,CO,39.604382,-105.978554
27189,townhouse,4,4,3,1,11,1894,3,false,false,false,Cottonwood Heights,Salt Lake,84121,UT,40.603032,-111.794706
27210,house,3,2,2,0,6,1940,2,false,false,false,Sea Ranch,Sonoma,95497,CA,38.689014,-123.422913
27590,house,4,3,3,0,8,2772,2,false,false,false,Seaside,Clatsop,97138,OR,46.007803,-123.917919
27592,condo,3,2,2,0,5,1343,2,false,false,false,Incline Village,Washoe,89451,NV,39.244258,-119.940686
27643,condo,1,1,1,0,4,795,2,false,false,false,Killington,Rutland,05751,VT,43.629757,-72.794577
27709,house,4,5,4,1,8,2962,2,false,false,false,Sun Valley,Blaine,83353,ID,43.679043,-114.333415
27724,house,5,4,4,0,16,3000,2,false,false,false,Garden City,Rich,84028,UT,41.903344,-111.396032
27771,house,3,4,3,1,11,1623,2,false,false,false,Sandpoint,Bonner,83864,ID,48.313592,-116.458269
27860,townhouse,4,3,3,0,8,2039,3,false,false,false,East Vail,Eagle,81657,CO,39.629249,-106.285596
27890,house,3,3,3,0,10,2957,2,false,false,false,Gig Harbor,Pierce,98335,WA,47.300778,-122.586832
28013,cabin,2,2,2,0,6,1400,2,false,false,false,Leavenworth,Chelan,98826,WA,47.775754,-120.711181
28242,condo,2,2,2,0,4,"",2,false,false,false,Olympic Valley,Placer,96146,CA,39.199368,-120.230912
28324,house,9,4,4,0,24,2730,3,false,false,false,Penn Yan,Yates,14527,NY,42.579752,-77.097947
28395,townhouse,3,3,3,0,7,1857,2,false,false,false,McCall,Valley,83638,ID,44.921886,-116.088210
28427,house,3,3,3,0,10,"",2,false,false,false,Seattle,King,98103,WA,47.674602,-122.329226
28532,condo,1,1,1,0,6,737,2,false,false,false,Mammoth Lakes,Mono,93546,CA,37.639864,-118.968801
28705,condo,2,2,2,0,6,1375,2,false,false,false,Kailua-Kona,Hawaii,96740,HI,19.572634,-155.966849
29043,condo,3,2,2,0,11,1315,3,false,false,false,Orange Beach,Baldwin,36561,AL,30.269165,-87.584802
29089,condo,2,2,2,0,8,1448,1,false,false,false,Breckenridge,Summit,80424,CO,39.485194,-106.066980
29299,house,3,3,2,1,11,1505,2,false,false,false,Park City,Summit,84060,UT,40.651897,-111.502580
29301,house,5,5,4,1,12,2932,5,false,false,false,Park City,Summit,84060,UT,40.647328,-111.474037
29330,condo,2,3,3,0,6,1347,2,false,false,false,Park City,Summit,84060,UT,40.623472,-111.490339
29447,studio,0,1,1,0,4,"",2,false,false,true,Park City,Summit,84060,UT,40.684781,-111.557422
29498,condo,3,3,3,0,8,1531,2,false,false,false,Gulf Shores,Baldwin,36547,AL,30.244859,-87.705795
29501,condo,3,3,3,0,10,1531,2,false,false,false,Gulf Shores,Baldwin,36547,AL,30.244750,-87.705600
29507,condo,4,3,3,0,13,2072,2,false,false,false,Gulf Shores,Baldwin,36547,AL,30.244161,-87.709850
29536,condo,2,2,2,0,6,1161,3,false,false,false,Gulf Shores,Baldwin,36542,AL,30.249141,-87.678297
29609,condo,2,2,2,0,7,1014,2,false,false,false,Gulf Shores,Baldwin,36547,AL,30.246479,-87.696297
29841,condo,3,2,2,0,8,1315,2,false,false,false,Orange Beach,Baldwin,36561,AL,30.269138,-87.584952
29861,condo,1,2,2,0,4,"",1,false,false,false,Orange Beach,Baldwin,36561,AL,30.257186,-87.631678
29882,condo,1,1,1,0,6,642,3,false,false,false,Orange Beach,Baldwin,36561,AL,30.272641,-87.568126
29945,cabin,2,1,1,0,6,1000,1,false,false,false,Townsend,Blount,37882,TN,35.685324,-83.788102
30079,condo,2,2,2,0,6,1400,1,false,false,false,Gatlinburg,Sevier,37738,TN,35.733536,-83.475541
30191,cabin,5,7,5,2,14,4752,2,false,false,false,Pigeon Forge,Sevier,37862,TN,35.777780,-83.603421
30557,house,4,2,2,0,12,2410,2,false,false,false,Depoe Bay,Lincoln,97341,OR,44.862643,-124.042645
30662,cabin,4,3,3,0,8,"",2,false,false,false,Pagosa Springs,Archuleta,81147,CO,37.274913,-107.068672
30728,house,4,3,3,0,10,2454,2,false,false,false,Eagle Crest,Deschutes,97756,OR,44.272230,-121.267278
30769,studio,0,1,1,0,5,"",2,false,false,true,Taos,Taos,87571,NM,36.420995,-105.571459
30782,condo,2,2,2,0,6,1300,2,false,false,false,Sugar Mountain,Avery,28604,NC,36.132589,-81.859154
30824,country house / chateau,1,1,1,0,2,"",1,false,false,false,Fredericksburg,Gillespie,78624,TX,30.281344,-98.875717
30867,townhouse,3,4,4,0,8,1751,2,false,false,false,Tannersville,Monroe,18372,PA,41.055891,-75.367930
30913,studio,0,1,1,0,2,330,2,false,false,false,Arcata,Humboldt,95521,CA,40.857752,-124.062953
30935,house,2,1,1,0,6,700,2,false,false,true,Eureka,Humboldt,95501,CA,40.805001,-124.160162
31001,house,3,2,2,0,6,1210,2,false,false,false,Trinidad,Humboldt,95570,CA,41.092254,-124.156169
31063,house,4,2,2,0,8,"",2,false,false,false,West Dover,Windham,05356,VT,42.956761,-72.879002
31156,cabin,2,2,2,0,6,1098,1,false,false,false,Sevierville,Sevier,37876,TN,35.893828,-83.573419
31348,condo,2,2,2,0,6,1248,3,false,false,false,Kissimmee,Osceola,34746,FL,28.342255,-81.474365
31372,house,3,3,2,1,8,1970,3,false,false,false,Kissimmee,Osceola,34747,FL,28.275005,-81.583173
31382,house,5,6,5,1,10,3270,3,false,false,false,Kissimmee,Osceola,34747,FL,28.262691,-81.598731
31543,condo,1,2,1,1,4,650,2,false,false,false,Park City,Summit,84098,UT,40.685607,-111.556335
31598,house,4,4,3,1,10,3825,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.608932,-80.071674
31715,condo,2,2,2,0,7,1420,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.153821,-80.743555
31723,condo,2,2,2,0,6,1100,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.133073,-80.777874
32033,condo,3,3,2,1,7,1998,2,false,false,false,Hilton Head,Beaufort,29928,SC,32.173807,-80.721744
32068,duplex,4,4,3,1,10,2559,2,false,false,false,Silverthorne,Summit,80498,CO,39.616944,-106.086108
32229,condo,1,2,2,0,6,883,1,false,false,false,Panama City Beach,Bay,32408,FL,30.140811,-85.754460
32287,condo,2,3,3,0,8,1131,1,false,false,false,Panama City Beach,Bay,32413,FL,30.220455,-85.886427
32329,condo,1,1,1,0,4,787,1,false,false,false,Panama City Beach,Bay,32413,FL,30.221530,-85.887328
32345,condo,1,2,2,0,6,817,1,false,false,false,Panama City Beach,Bay,32413,FL,30.221011,-85.887542
32361,condo,3,3,3,0,10,2248,1,false,false,false,Panama City Beach,Bay,32413,FL,30.219973,-85.885440
32425,house,4,4,4,0,12,2308,2,false,false,false,Panama City Beach,Bay,32413,FL,30.265713,-85.982302
32586,condo,3,3,3,0,8,1650,3,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.304912,-86.092020
32660,condo,2,2,2,0,6,870,1,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.310736,-86.109370
32742,condo,1,1,1,0,6,726,1,false,false,false,Santa Rosa Beach,Walton,32459,FL,30.348285,-86.232730
32848,apartment,2,1,1,0,4,550,2,false,false,false,Eureka,Humboldt,95501,CA,40.804923,-124.168359
32924,villa,4,3,3,0,8,1620,2,false,false,false,Folly Beach,Charleston,29439,SC,32.653622,-79.942491
32996,house,5,5,4,1,12,2900,3,false,false,false,Folly Beach,Charleston,29439,SC,32.667713,-79.910896
33050,house,4,2,2,0,8,1728,2,false,false,false,Folly Beach,Charleston,29439,SC,32.675822,-79.898826
33115,villa,1,1,1,0,4,800,3,false,false,false,Isle of Palms,Charleston,29451,SC,32.810787,-79.722299
33178,condo,2,2,2,0,6,1136,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.593980,-80.120547
33234,condo,2,2,2,0,6,1002,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.606566,-80.090408
33236,house,3,3,3,0,6,1257,3,false,false,false,Kiawah Island,Charleston,29455,SC,32.605522,-80.091386
33259,villa,3,2,2,0,6,1275,2,false,false,false,Seabrook Island,Charleston,29455,SC,32.566154,-80.175440
33362,house,3,2,2,0,8,2215,2,false,false,false,Manson,Chelan,98831,WA,47.879244,-120.125582
33380,house,2,2,2,0,4,"",2,false,false,false,Pensacola,Escambia,32501,FL,30.418985,-87.210329
33491,house,3,2,2,0,8,1274,7,false,false,false,Marathon,Monroe,33050,FL,24.727678,-81.034105
33570,house,5,3,3,0,10,"",2,true,false,false,Oceano,San Luis Obispo,93445,CA,35.103191,-120.629630
33600,house,2,2,2,0,4,1070,1,false,false,false,Destin,Okaloosa,32541,FL,30.387455,-86.483759
33789,house,3,2,2,0,10,"",2,false,false,false,Galveston,Galveston,77554,TX,29.173812,-94.986501
33906,cabin,4,2,2,0,8,1600,2,false,false,false,Blue Ridge,Fannin,30513,GA,34.841147,-84.290168
33916,cabin,6,5,5,0,25,4960,2,false,false,false,Blue Ridge,Gilmer,30513,GA,34.816225,-84.369656
33947,cabin,5,4,3,1,13,3599,3,false,false,false,Blue Ridge,Fannin,30513,GA,34.954148,-84.361803
34608,condo,3,2,2,0,8,1232,3,false,true,false,Davenport,Polk,33897,FL,28.323089,-81.660553
34670,condo,3,2,2,0,8,1232,3,false,true,false,Davenport,Polk,33897,FL,28.325009,-81.660065
34709,condo,3,2,2,0,8,1232,3,false,true,false,Davenport,Polk,33897,FL,28.326342,-81.660258
34773,condo,2,2,2,0,4,1116,3,false,true,false,Davenport,Polk,33897,FL,28.326129,-81.657331
34841,condo,2,2,2,0,6,1394,3,false,true,false,Davenport,Polk,33897,FL,28.322809,-81.657580
35000,condo,2,2,2,0,6,1291,3,false,true,false,Kissimmee,Osceola,34747,FL,28.337885,-81.651056
35061,suite,2,2,2,0,6,1207,1,false,false,false,Miramar Beach,Walton,32550,FL,30.369014,-86.324941
35120,condo,2,2,2,0,6,1141,5,false,true,false,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35122,condo,2,2,2,0,6,1141,4,false,true,true,Miramar Beach,Walton,32550,FL,30.371097,-86.324435
35167,condo,2,2,2,0,6,1525,3,false,true,false,Miramar Beach,Walton,32550,FL,30.376374,-86.326403
35184,condo,2,2,2,0,6,1220,1,false,false,false,Miramar Beach,Walton,32550,FL,30.369856,-86.326051
35187,condo,3,3,3,0,8,2040,7,false,false,false,Miramar Beach,Walton,32550,FL,30.369856,-86.326051
35204,condo,2,2,2,0,6,1220,4,false,false,false,Miramar Beach,Walton,32550,FL,30.369856,-86.326051
35231,condo,2,2,2,0,6,1220,3,false,false,false,Miramar Beach,Walton,32550,FL,30.369856,-86.326051
35442,condo,1,1,1,0,6,732,1,false,false,false,Miramar Beach,Walton,32550,FL,30.377616,-86.366741
35463,condo,2,2,2,0,6,1034,1,false,true,false,Miramar Beach,Walton,32550,FL,30.374662,-86.359684
35469,condo,2,2,2,0,8,760,3,false,true,false,Miramar Beach,Walton,32550,FL,30.374662,-86.359684
35532,house,4,3,3,0,12,2250,3,false,false,false,Destin,Okaloosa,32541,FL,30.386938,-86.418751
35562,condo,3,3,3,0,10,1617,3,false,true,false,Miramar Beach,Walton,32550,FL,30.374689,-86.356883
35601,condo,2,2,2,0,6,1215,1,false,false,false,Miramar Beach,Walton,32550,FL,30.374651,-86.353004
35649,condo,1,1,1,0,6,628,1,false,true,false,Miramar Beach,Walton,32550,FL,30.380044,-86.394657
35828,condo,1,1,1,0,6,600,1,false,true,false,Destin,Okaloosa,32541,FL,30.382673,-86.422309
35838,condo,1,2,2,0,6,861,1,false,false,false,Destin,Okaloosa,32541,FL,30.385720,-86.474637
35840,condo,1,2,2,0,6,861,1,false,false,false,Destin,Okaloosa,32541,FL,30.385720,-86.474637
35841,condo,1,2,2,0,6,861,1,false,false,false,Destin,Okaloosa,32541,FL,30.385720,-86.474637
35958,condo,1,2,1,1,4,766,1,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
35972,condo,1,1,1,0,6,716,2,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
36004,condo,1,2,1,1,6,716,1,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
36026,condo,1,2,1,1,4,766,1,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
36031,condo,1,1,1,0,4,1003,1,false,false,false,Destin,Okaloosa,32541,FL,30.385043,-86.468316
36085,condo,1,1,1,0,6,716,1,false,false,false,Destin,Okaloosa,32541,FL,30.385043,-86.468316
36105,condo,1,2,1,1,4,766,2,false,false,false,Destin,Okaloosa,32541,FL,30.384665,-86.468415
36115,condo,1,1,1,0,4,716,1,false,false,false,Destin,Okaloosa,32541,FL,30.384960,-86.468572
36136,condo,2,2,2,0,6,1151,1,false,false,false,Miramar Beach,Walton,32550,FL,30.375989,-86.366479
36155,house,6,4,4,0,13,2572,2,false,false,false,Destin,Okaloosa,32541,FL,30.387489,-86.419146
36219,condo,4,3,3,0,12,1921,3,false,false,false,Fort Walton Beach,Okaloosa,32548,FL,30.395476,-86.602123
36227,condo,3,2,2,0,8,1282,3,false,false,false,Fort Walton Beach,Okaloosa,32548,FL,30.395476,-86.602145
36263,condo,4,3,3,0,10,2491,7,false,false,false,Fort Walton Beach,Okaloosa,32548,FL,30.397412,-86.629230
36294,townhouse,3,4,3,1,6,2460,4,false,false,false,Navarre Beach,Santa Rosa,32566,FL,30.375634,-86.893314
36352,condo,3,2,2,0,5,736,2,false,false,false,Navarre Beach,Santa Rosa,32566,FL,30.380959,-86.871627
